Rating,movieId
2.5,103253
3.0,96610
3.0,94864
3.0,94777
3.0,90249
3.5,88744
3.0,88140
3.0,87232
3.5,70286
2.5,69526
2.0,68319
2.0,6534
3.0,5481
3.0,2683
3.0,1544
4.5,39183
4.0,81591
4.0,27700
4.0,281096
4.0,156605
3.5,151113
3.0,134170
2.5,167696
2.0,196733
3.0,115149
2.5,251086
3.0,166528
3.5,44191
3.0,117529
3.0,46972
3.0,102123
3.5,73017
3.5,5418
3.0,8972
3.0,61024
3.0,91542
3.5,2403
3.0,214776
3.5,54286
2.5,87520
3.0,120466
2.0,91485
3.0,57528
3.0,39435
3.0,106696
4.0,5218
3.0,41569
3.0,44022
3.0,3157
2.5,5504
2.5,3615
4.0,223876
3.0,197691
3.0,269820
4.0,104272
3.5,210539
3.5,117533
3.5,197879
4.0,127146
3.0,208971
3.0,277890
3.5,184257
3.0,229671
4.0,182723
3.0,118202
3.0,195001
4.0,188625
3.5,33615
4.0,3751
4.0,48385
2.5,5419
2.5,112138
3.0,3785
2.0,93270
2.5,79134
3.0,54272
2.5,119141
3.0,86911
3.0,2706
3.0,231
3.0,94677
2.5,6566
3.0,4718
2.5,53993
3.0,49396
2.5,111743
2.0,44972
3.0,81156
3.0,64034
2.5,45672
3.0,2411
3.5,8874
2.5,190945
3.0,8531
3.0,161131
3.5,205383
3.5,278794
4.0,6711
5.0,6818
4.0,203322
3.5,271865
4.5,202749
4.0,3897
3.5,71464
4.5,118896
3.5,268642
3.5,4896
4.0,275503
4.0,480
3.0,69644
2.5,95543
2.0,79702
3.0,279812
4.0,109374
3.5,115713
4.5,225984
4.5,96829
3.0,212361
4.0,177651
4.0,1527
2.5,111360
4.5,48774
3.5,1270
3.5,2011
3.5,35836
3.5,1172
4.0,117176
4.5,106920
4.5,1197
